external_id,game,set_code,collector_number,name,condition,printing,language,quantity,cost,date_acquired,comment
1ab94f16-778d-4437-a1b9-2f67cd214cc0,mtg,2X2,143,Devoted Druid,LP,normal,en,1,0.0946,2026-06-20,airtable:Devoted Druid
35b06c8f-5f08-43bd-a548-2a98ba30fd41,mtg,AVR,12,Cloudshift,LP,normal,en,1,0.0946,2026-06-20,airtable:Cloudshift
4277ebca-1c8d-4066-969a-28adf6445b3e,mtg,BRC,198,Seat of the Synod,LP,normal,en,1,0.0946,2026-06-20,airtable:Seat of the Synod
88d589b9-2da2-4323-ae9d-086a6d5ab2bf,mtg,C14,60,Flamekin Village,MP,normal,en,1,0.0946,2026-06-20,airtable:Flamekin Village
9e68dcc2-bba4-4efa-97bb-3ed892037595,mtg,OTC,102,Murmuring Mystic,LP,normal,en,2,0.0946,2026-06-20,airtable:Murmuring Mystic
75918859-c93f-41b4-9ad0-a4a96c389f0d,mtg,CMM,284,Elvish Mystic,NM,normal,en,1,0.0946,2026-06-20,airtable:Elvish Mystic
94688,pokemon,PHF,121/119,M Gengar EX (121 Secret Rare),NM,holo,en,1,386.2316,2026-05-09,airtable:M Gengar EX
90311,pokemon,PR,13/53,Venusaur,MP,holo,en,1,28.3762,2026-06-23,airtable:Venusaur
4ae30fa7-3d1d-417f-80d7-a668236cb2c1,mtg,LCI,143,Diamond Pick-Axe,LP,normal,en,1,0.0946,2026-06-20,airtable:Diamond Pick-Axe
62061e7c-cf19-4f03-b8fa-2bdba62d6b0b,mtg,MH3,239,Witch Enchanter // Witch-Blessed Meadow,LP,normal,en,1,0.0946,2026-06-20,airtable:Witch Enchanter
9a47999c-12d5-4e1a-a9c1-40a1757007f1,mtg,MOM,173,Wrenn's Resolve,LP,normal,en,3,0.0946,2026-06-20,airtable:Wrenn's Resolve
201620,pokemon,SM12,259/236,Reshiram & Zekrom GX (Secret),NM,holo,en,1,25.5778,2025-11-23,airtable:Reshiram & Zekrom GX Secret
e8f7af1b-97c9-4954-bb21-1e389fcb6361,mtg,M10,91,Diabolic Tutor,LP,normal,en,1,0.0946,2026-06-20,airtable:Diabolic Tutor
96cc20d1-c3be-4630-b860-49b9fdb6f6c4,mtg,PIP,299,Tainted Isle,NM,normal,en,1,0.0946,2026-06-20,airtable:Tainted Isle
846134c0-5a8d-4ccb-8451-db29b70be3f5,mtg,FUT,100,Haze of Rage,LP,normal,en,1,0.0946,2026-06-20,airtable:Haze of Rage
235896,pokemon,MCAP,096/149,Dragonite - 96/149 (Cosmos Holo),NM,holo,en,1,28.3762,2026-06-23,airtable:Dragonite
1c7c2814-a617-4123-acdf-1b01b2768210,mtg,MH2,143,Strike It Rich,LP,normal,en,2,0.0946,2026-06-20,airtable:Strike It Rich
108609,pokemon,PR,XY79,Latios (Full Art Promo),NM,holo,en,1,98.1694,2026-06-02,airtable:Latios Full Art
7f26f8cd-5b49-4531-b2f4-d529750496b2,mtg,LTC,121,Galadhrim Ambush,DMG,normal,en,1,0.0946,2026-06-20,airtable:Galadhrim Ambush Extended Art
1adce281-4d5a-44d2-8cfa-25f860b015ff,mtg,OTC,5,"Eris, Roar of the Storm",NM,foil,en,1,0.0946,2026-06-20,"airtable:Eris, Roar of the Storm"
91146,pokemon,FLF,13/106,M Charizard EX (Y),NM,holo,en,1,36.97,2026-06-13,airtable:M Charizard EX (Y)
50752ca9-ea85-4c4b-9bf5-4f8759a7dcec,mtg,MID,221,Faithful Mending,LP,normal,en,1,0.0946,2026-06-20,airtable:Faithful Mending
7f79ec90-9fa7-4414-8eba-e2c890a91a70,mtg,CLB,935,Wand of Wonder,LP,foil,en,1,0.0946,2026-06-20,airtable:Wand of Wonder
7a2af4c1-9546-4760-8aac-315b61127304,mtg,VOC,166,Rakdos Signet,NM,normal,en,1,0.0946,2026-06-20,airtable:Rakdos Signet
29cc486f-7800-481f-a2f1-ae3302fcaa55,mtg,RVR,339,Mizzix's Mastery,LP,normal,en,1,0.0946,2026-06-20,airtable:Mizzix's Mastery
e7922b5a-6e75-4910-93ad-37e322073d35,mtg,FIN,513,"Ultimecia, Time Sorceress // Ultimecia, Omnipotent",LP,normal,en,1,0.0946,2026-06-20,"airtable:Ultimecia, Time Sorceress Extended Art"
fa96b8dc-233a-4884-ab84-235cbc7df0b6,mtg,STX,115,Storm-Kiln Artist,LP,foil,en,1,0.0946,2026-06-20,airtable:Storm-Kiln Artist
e9df9c5e-7087-42b2-9001-c89d40a66c68,mtg,ORI,90,Dark Petition,LP,normal,en,1,0.0946,2026-06-20,airtable:Dark Petition
f6589e02-8c84-4069-88d1-ebcc8520cae1,mtg,CLB,4,Archivist of Oghma,MP,normal,en,1,0.0946,2026-06-20,airtable:Archivist of Oghma
ec0686ba-1277-4412-a397-7a6227808311,mtg,ATQ,72,The Rack,DMG,normal,en,1,0.0946,2026-06-20,airtable:The Rack
f203ce7d-a079-44b8-bfda-4c63ec79b82d,mtg,ACR,82,Reconnaissance,LP,normal,en,1,0.0946,2026-06-20,airtable:Reconnaissance
b1eb5b2c-1f02-48a6-a287-88eb189d6780,mtg,VIS,79,Fireblast,LP,normal,en,3,0.0946,2026-06-20,airtable:Fireblast
d85954b4-306e-46d3-b913-240e16acdcac,mtg,3ED,37,Righteousness,LP,normal,en,1,0.0946,2026-06-20,airtable:Righteousness
9954b9bb-21e7-40af-aaa7-b2001b8d1d45,mtg,ELD,387,Castle Embereth,LP,normal,en,1,0.0946,2026-06-20,airtable:Castle Embereth Extended Art
84470,pokemon,BCR,67/149,Cresselia EX,NM,holo,en,1,54.59,2026-02-07,airtable:Cresselia EX
21e34888-f57c-4f5d-bb5c-b82be980d145,mtg,CLB,203,Two-Handed Axe // Sweeping Cleave,NM,normal,en,1,0.0946,2026-06-20,airtable:Two-Handed Axe
108589,pokemon,MCAP,1,Ancient Mew,NM,holo,en,1,28.3762,2026-06-23,airtable:Ancient Mew International Edition
38807f17-1cf2-4736-ad10-df6c8b1a9f55,mtg,KHC,76,Timberwatch Elf,LP,normal,en,1,0.0946,2026-06-20,airtable:Timberwatch Elf
base4-3,pokemon,base4,3,Chansey,LP,holo,en,1,28.3762,2026-06-23,airtable:Chansey
b7033d2f-45be-42bc-830a-dc3b5b27c366,mtg,CHR,8,Ivory Guardians,LP,normal,en,1,0.0946,2026-06-20,airtable:Ivory Guardians
494e68e9-ecba-4482-82bc-207ad59144c1,mtg,FIN,30,Restoration Magic,LP,normal,en,1,0.0946,2026-06-20,airtable:Restoration Magic
8ee63809-729b-48b1-a06d-3edc2a26208f,mtg,WOT,63,Utopia Sprawl,LP,normal,en,1,0.0946,2026-06-20,airtable:Utopia Sprawl
6b92b751-6162-4293-953b-ec7190309a6a,mtg,CMR,712,Terramorphic Expanse,NM,normal,en,1,0.0946,2026-06-20,airtable:Terramorphic Expanse
228c1650-da3c-4099-91b6-18e3873c9cdb,mtg,ZNR,4,Archon of Emeria,NM,normal,en,1,0.0946,2026-06-20,airtable:Archon of Emeria
33940107-e210-4334-a409-48ab591af2ec,mtg,PLST,CM2-203,Myr Retriever,NM,normal,en,1,0.0946,2026-06-20,airtable:Myr Retriever
197823,pokemon,HIF:SV,SV69/SV94,Umbreon GX,NM,holo,en,1,222.6,2026-06-17,airtable:Umbreon GX
6072d9b0-d3c7-46f4-bd24-095bb13c4dea,mtg,ELD,10,Deafening Silence,LP,normal,en,3,0.0946,2026-06-20,airtable:Deafening Silence
98098,pokemon,ROS,62/108,Hydreigon EX,LP,holo,en,1,3.074,2025-11-23,airtable:Hydreigon EX
5feba5d6-99a6-4e9b-8a7d-90d955868fc3,mtg,MH3,145,Basking Broodscale,LP,foil,en,1,0.0946,2026-06-20,airtable:Basking Broodscale
5f7687b1-630a-4e95-89c7-eaf456d8cb68,mtg,DSK,202,"Tyvar, the Pummeler",LP,normal,en,1,0.0946,2026-06-20,"airtable:Tyvar, the Pummeler"
